Rank,Company Name,Ticker,Status,Note,Sector,Subsector,Filing Date,Revenue Millions,Revenue Growth Pct,Total Ai Mentions,Ai Count,Ml Count,Deep Learning Count,Neural Network Count,Genai Count,Llm Count,Gpt Count,Ai Classification,Benefit Quote,Risk Quote,All Quotes,Sec Url,Mentions Metadata
137,Dollar Tree,DLTR,has_10k,,Retail,Variety Stores,2022-03-15T00:00:00Z,26321.0,,0,0,0,0,0,0,0,0,no_ai_mention,"We expect to complete a significant expansion of our Ocala, Florida distribution center in 2024 which will include more modern automation.[<cit_01kdtxykf6fp18aq8fqtxgkzzk>]",,"[{""text"": ""We expect to complete a significant expansion of our Ocala, Florida distribution center in 2024 which will include more modern automation.[<cit_01kdtxykf6fp18aq8fqtxgkzzk>]"", ""type"": ""benefit""}, {""text"": ""Each of our distribution centers contains advanced materials handling technologies, including radio-frequency inventory tracking equipment and specialized information systems. With the exception of four of our facilities, each of our distribution centers in the United States also contains automated conveyor and sorting systems.[<cit_01kdtxykf6fp2b7e1m4rfpwkt6>]"", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR&type=10-K,
138,KKR,KKR,has_10k,,Financial Services,Investment Advice,2022-02-28T00:00:00Z,26141.0,,0,0,0,0,0,0,0,0,no_ai_mention,,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KKR&type=10-K,
139,Kraft Heinz,KHC,has_10k,,Consumer Packaged Goods,"Canned, Frozen & Preserved Fruit, Veg & Food",2022-02-17T00:00:00Z,26042.0,,1,1,0,0,0,0,0,0,benefit,Hiring and Growing Talent from Diverse Backgrounds and Perspectives through expanded recruiting partnerships with Historically Black Colleges and Universities and training and leveraging artificial intelligence in our hiring process to reduce bias.,,"[{""text"": ""Hiring and Growing Talent from Diverse Backgrounds and Perspectives through expanded recruiting partnerships with Historically Black Colleges and Universities and training and leveraging artificial intelligence in our hiring process to reduce bias."", ""type"": ""benefit""}, {""text"": ""We are significantly dependent on information technology, and we may be unable to protect our information systems against service interruption, misappropriation of data, or breaches of security. We rely on information technology networks and systems, including the Internet, to process, transmit, and store electronic and financial information, to manage a variety of business processes and activities, and to comply with regulatory, legal, and tax requirements."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1"",""section_name"":""Business"",""position"":142105}]"
140,Amgen,AMGN,has_10k,,Healthcare,Biological Products (No Diagnostic Substances),2022-02-16T00:00:00Z,25979.0,,0,0,0,0,0,0,0,0,no_ai_mention,,"To achieve our business objectives, we rely on sophisticated information technology systems, including software, mobile applications, cloud services and network-connected control systems, some of which are managed, hosted, provided or serviced by third parties. Internal or external events that compromise the confidentiality, integrity and availability of our systems and data may significantly interrupt the operation of our business, result in significant costs and/or adversely affect our reputation. Our information technology systems are highly integrated into our business, including our R&D efforts, our clinical and commercial manufacturing processes and our product sales and distribution processes.","[{""text"": ""To achieve our business objectives, we rely on sophisticated information technology systems, including software, mobile applications, cloud services and network-connected control systems, some of which are managed, hosted, provided or serviced by third parties. Internal or external events that compromise the confidentiality, integrity and availability of our systems and data may significantly interrupt the operation of our business, result in significant costs and/or adversely affect our reputation. Our information technology systems are highly integrated into our business, including our R&D efforts, our clinical and commercial manufacturing processes and our product sales and distribution processes."", ""type"": ""risk""}, {""text"": ""breakdown, failure, substandard performance or improper installation or operation of equipment (including our information technology systems and network-connected control systems or those of our contract manufacturers or third-party service providers)"", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMGN&type=10-K,
141,AutoNation,AN,has_10k,,Retail,Auto Dealers And Gasoline Stations,2022-02-17T00:00:00Z,25844.0,,0,0,0,0,0,0,0,0,no_ai_mention,,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AN&type=10-K,
142,Penske Automotive Group,PAG,has_10k,,Retail,Auto Dealers And Gasoline Stations,2022-02-18T00:00:00Z,25555.0,,3,2,1,0,0,0,0,0,benefit,"In 2021, we partnered with Cox Automotive to develop a transformational, fully automated technology platform to enable the end-to-end online retail sale of used vehicles. The automated online buying platform, which is owned exclusively by Cox Automotive, allows consumers to select from high-quality, preowned vehicles through our U.S. CarShop used vehicle dealerships. The digital platform enables consumers to transact 100% online. Cox Automotive's patent-pending artificial intelligence retail technology, Esntial Commerce™, powers CarShop's U.S. digital platform to provide consumers with an automated, 100% online vehicle purchase.",,"[{""text"": ""In 2021, we partnered with Cox Automotive to develop a transformational, fully automated technology platform to enable the end-to-end online retail sale of used vehicles. The automated online buying platform, which is owned exclusively by Cox Automotive, allows consumers to select from high-quality, preowned vehicles through our U.S. CarShop used vehicle dealerships. The digital platform enables consumers to transact 100% online. Cox Automotive's patent-pending artificial intelligence retail technology, Esntial Commerce\u2122, powers CarShop's U.S. digital platform to provide consumers with an automated, 100% online vehicle purchase."", ""type"": ""benefit""}, {""text"": ""Esntial Commerce\u2122 offers payment personalization based on the consumer's risk profile, selected vehicle, and preferred deal structure using an AI/machine learning algorithm."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAG&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""Management"",""position"":57001},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":57477},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""Management"",""position"":57480}]"
143,PayPal Holdings,PYPL,has_10k,,Business Services,Business Services,2022-02-03T00:00:00Z,25371.0,,3,2,1,0,0,0,0,0,risk,,"Rapid, significant, and disruptive technological changes impact the industries in which we operate, for example, payment technologies (including real-time payments, payment card tokenization, virtual currencies, distributed ledger and blockchain technologies, and proximity payment technology such as Near Field Communication and other contactless payments); internet browser technologies, that enable users to easily store their payment card information for use on any retail or e-commerce website; artificial intelligence and machine learning; developments in technologies supporting our regulatory and compliance obligations; and in-store, digital, and social commerce. We expect new services and technologies to continue to emerge and evolve. We cannot predict the effects of technological changes on our business, which technological developments or innovations will become widely adopted, and how those technologies may be regulated.","[{""text"": ""Rapid, significant, and disruptive technological changes impact the industries in which we operate, for example, payment technologies (including real-time payments, payment card tokenization, virtual currencies, distributed ledger and blockchain technologies, and proximity payment technology such as Near Field Communication and other contactless payments); internet browser technologies, that enable users to easily store their payment card information for use on any retail or e-commerce website; artificial intelligence and machine learning; developments in technologies supporting our regulatory and compliance obligations; and in-store, digital, and social commerce. We expect new services and technologies to continue to emerge and evolve. We cannot predict the effects of technological changes on our business, which technological developments or innovations will become widely adopted, and how those technologies may be regulated."", ""type"": ""risk""}, {""text"": ""The legal and regulatory environment relating to privacy and data protection laws continues to develop and evolve in ways we cannot predict, including with respect to technologies such as cloud computing, artificial intelligence, cryptocurrency, and blockchain technology. Any failure, or perceived failure, by us to comply with our privacy policies as communicated to customers or with privacy and data protection laws could result in proceedings or actions against us by data protection authorities, government entities, or others. Such proceedings or actions could subject us to significant fines, penalties, judgments, and negative publicity, require us to change our business practices, increase the costs and complexity of compliance, result in reputational harm, and materially harm our business."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":126097},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":126125},{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":142883}]"
144,Macy's,M,has_10k,,Retail,Department Stores,2022-03-25T00:00:00Z,25292.0,,0,0,0,0,0,0,0,0,no_ai_mention,The Company has continued to modernize its technology foundations to increase agility in reacting to customers and the market regardless of the channel in which customers interact. These activities are coupled with others to build out data science and analytics capabilities with a focus on areas to provide competitive differentiation.,,"[{""text"": ""The Company has continued to modernize its technology foundations to increase agility in reacting to customers and the market regardless of the channel in which customers interact. These activities are coupled with others to build out data science and analytics capabilities with a focus on areas to provide competitive differentiation."", ""type"": ""benefit""}, {""text"": ""The Company has leveraged data analytics and pricing tools to efficiently plan, place and price inventory, including location level pricing and point-of-sale pricing work. With these actions, the Company has lowered its volume of markdowns and improved inventory placement and assortment allocations among its distribution centers and stores."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M&type=10-K,
145,Duke Energy,DUK,has_10k,,Energy,Electric And Other Services Combined,2022-02-24T00:00:00Z,24677.0,,0,0,0,0,0,0,0,0,no_ai_mention,,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK&type=10-K,
146,United Airlines Holdings,UAL,has_10k,,Travel,"Air Transportation, Scheduled",2022-02-18T00:00:00Z,24634.0,,0,0,0,0,0,0,0,0,no_ai_mention,"The Company depends on technology and automated systems to operate its business, including, but not limited to, computerized airline reservation systems, electronic tickets, electronic airport kiosks, demand prediction software, flight operations systems, in-flight wireless internet, cloud-based technologies, technical and business operations systems and commercial websites and applications, including www.united.com and the United Airlines mobile app.",,"[{""text"": ""The Company depends on technology and automated systems to operate its business, including, but not limited to, computerized airline reservation systems, electronic tickets, electronic airport kiosks, demand prediction software, flight operations systems, in-flight wireless internet, cloud-based technologies, technical and business operations systems and commercial websites and applications, including www.united.com and the United Airlines mobile app."", ""type"": ""benefit""}, {""text"": ""The Company is taking steps to be prepared for recovery as demand for travel continues to generally increase, which include investing in innovative technology, focusing on process improvements and implementing the United Next transformative strategy."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL&type=10-K,
147,Visa,V,has_10k,,Business Services,Business Services,2022-11-16T00:00:00Z,24105.0,,0,0,0,0,0,0,0,0,no_ai_mention,"Visa's technology platforms include software, hardware, data centers and a large telecommunications infrastructure, each with a distinct architecture and operational footprint wrapped with several layers of security and protection technologies. Visa's three data centers are a critical part of our global processing environment and have a high redundancy of network connectivity, power and cooling designed to provide continuous availability of systems.",,"[{""text"": ""Visa's technology platforms include software, hardware, data centers and a large telecommunications infrastructure, each with a distinct architecture and operational footprint wrapped with several layers of security and protection technologies. Visa's three data centers are a critical part of our global processing environment and have a high redundancy of network connectivity, power and cooling designed to provide continuous availability of systems."", ""type"": ""benefit""}, {""text"": ""We take an open partnership approach and seek to provide value by enabling access to our global network, including offering our technology capabilities through application programming interfaces (APIs). We partner with both traditional and emerging players to innovate and expand the payments ecosystem, allowing them to leverage the resources of our platform to scale and grow their businesses more quickly and effectively."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V&type=10-K,
148,Rite Aid,RAD,has_10k,,,,2022-04-25T00:00:00Z,24043.0,,1,1,0,0,0,0,0,0,both,"All of our stores are integrated into a common pharmacy system, which enables our customers to fill or refill prescriptions in any of our stores throughout the country, identifies adverse drug interactions, and enables our pharmacists to fill prescriptions more accurately and efficiently. Our customers may also order prescription refills online, at www.riteaid.com, using our mobile app, or over the phone through our telephonic automated refill systems for pick up at a Rite Aid store or home delivery from a majority of our stores. We have automated pharmacy dispensing units in high volume stores, which are linked to our pharmacists' computers that fill and label prescription drug orders. We utilize central fill technology to facilitate the automated picking, packaging, and labeling of prescriptions in a central filling location, which are sent to certain retail stores for delivery to the customer. We also utilize workload sharing technology within our stores, whereby stores within a close proximity can shift the fulfillment of prescriptions to stores with excess capacity.",,"[{""text"": ""All of our stores are integrated into a common pharmacy system, which enables our customers to fill or refill prescriptions in any of our stores throughout the country, identifies adverse drug interactions, and enables our pharmacists to fill prescriptions more accurately and efficiently. Our customers may also order prescription refills online, at www.riteaid.com, using our mobile app, or over the phone through our telephonic automated refill systems for pick up at a Rite Aid store or home delivery from a majority of our stores. We have automated pharmacy dispensing units in high volume stores, which are linked to our pharmacists' computers that fill and label prescription drug orders. We utilize central fill technology to facilitate the automated picking, packaging, and labeling of prescriptions in a central filling location, which are sent to certain retail stores for delivery to the customer. We also utilize workload sharing technology within our stores, whereby stores within a close proximity can shift the fulfillment of prescriptions to stores with excess capacity."", ""type"": ""benefit""}, {""text"": ""Elixir continues to modernize the technology platforms that service its core PBM business as well as other PBMs. Initial focus is on the customer care experience, clinical operations, client implementations and data exchange. We see an opportunity to further enhance our technology leadership in this market and improving operational efficiencies both internally as well as externally for our clients. We are leveraging a cloud platform shaped with our decades of experience in scalable claims adjudication, customer care and clinical programs while transforming our products and services to offer a PBM-as-a-Service (PBMaaS) model."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RAD&type=10-K,"[{""term"":""AI"",""section_num"":""16"",""section_name"":""Form"",""position"":231506}]"
149,Cummins,CMI,has_10k,,Manufacturing,Engines And Turbines,2022-02-08T00:00:00Z,24021.0,,0,0,0,0,0,0,0,0,no_ai_mention,We continue to monitor the supply chain disruptions utilizing early detection technology complemented by structured supplier risk and resiliency assessments.,,"[{""text"": ""We continue to monitor the supply chain disruptions utilizing early detection technology complemented by structured supplier risk and resiliency assessments."", ""type"": ""benefit""}, {""text"": ""We design, develop and supply electronic control modules, sensors and supporting software for on-highway, off-highway and power generation applications."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI&type=10-K,
150,U.S. Bancorp,USB,has_10k,,Financial Services,National Commercial Banks,2022-02-22T00:00:00Z,23714.0,,0,0,0,0,0,0,0,0,no_ai_mention,"The adoption and rapid growth of new technologies, including cryptocurrencies and blockchain and other distributed ledger technologies, have required the Company to invest resources to adapt its systems, products and services, and it expects to continue to make similar investments.","Operational risks for large financial institutions such as the Company have generally increased in recent years, in part because of the proliferation of new technologies, implementation of work-from-home arrangements such as during the COVID-19 pandemic, the use of internet services and telecommunications technologies to conduct financial transactions, the increased number and complexity of transactions being processed, and the increased sophistication and activities of organized crime, hackers, terrorists, activists, and other external parties.","[{""text"": ""The adoption and rapid growth of new technologies, including cryptocurrencies and blockchain and other distributed ledger technologies, have required the Company to invest resources to adapt its systems, products and services, and it expects to continue to make similar investments."", ""type"": ""benefit""}, {""text"": ""Operational risks for large financial institutions such as the Company have generally increased in recent years, in part because of the proliferation of new technologies, implementation of work-from-home arrangements such as during the COVID-19 pandemic, the use of internet services and telecommunications technologies to conduct financial transactions, the increased number and complexity of transactions being processed, and the increased sophistication and activities of organized crime, hackers, terrorists, activists, and other external parties."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=USB&type=10-K,
151,Paccar,PCAR,has_10k,,Automotive,Motor Vehicles And Passenger Car Bodies,2022-02-23T00:00:00Z,23522.0,,0,0,0,0,0,0,0,0,no_ai_mention,"PACCAR is a global technology company whose Truck segment includes the design and manufacture of high-quality light-, medium- and heavy-duty commercial trucks.",,"[{""text"": ""PACCAR is a global technology company whose Truck segment includes the design and manufacture of high-quality light-, medium- and heavy-duty commercial trucks."", ""type"": ""benefit""}, {""text"": ""The Company is increasing its investment in clean diesel and zero emissions powertrain technologies, autonomous systems, connected vehicle services, next-generation manufacturing and distribution capabilities."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR&type=10-K,
152,McDonald's,MCD,has_10k,,Retail,Eating Places,2022-02-24T00:00:00Z,23223.0,,0,0,0,0,0,0,0,0,no_ai_mention,"The Company's digital experience growth engine — 'MyMcDonald's' — is transforming its offerings across drive thru, takeaway, delivery, curbside pick-up and dine-in with digital enhancements. Through the digital tools, customers can access tailored offers, participate in a loyalty program, order through the mobile app and receive McDonald's food through the channel of their choice.",,"[{""text"": ""The Company's digital experience growth engine \u2014 'MyMcDonald's' \u2014 is transforming its offerings across drive thru, takeaway, delivery, curbside pick-up and dine-in with digital enhancements. Through the digital tools, customers can access tailored offers, participate in a loyalty program, order through the mobile app and receive McDonald's food through the channel of their choice."", ""type"": ""benefit""}, {""text"": ""The Company is continuing to accelerate technology innovation so that, however customers choose to interact with McDonald's, they can enjoy a fast, easy experience that meets their needs. Notably, 2021 Systemwide sales from digital channels (which are comprised of the mobile app, delivery and kiosk) exceeded $18 billion, or over 25% of Systemwide sales in our top six markets."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCD&type=10-K,
153,Southern,SO,has_10k,,Energy,Electric Services,2022-02-17T00:00:00Z,23113.0,,0,0,0,0,0,0,0,0,no_ai_mention,Southern Company system management strives to deliver consistent needs-based training and solutions as workplace needs evolve. Southern Company system management believes the safety of employees and customers is paramount. The Southern Company system seeks to meet or exceed applicable laws and regulations while continually improving its safety technologies and processes.,"The Subsidiary Registrants operate in highly regulated industries that require the continued operation of sophisticated technology systems and network infrastructure, which are part of interconnected systems. Because of the critical nature of the infrastructure and the technology systems' inherent vulnerability to disability or failures due to hacking, viruses, denial of service, ransomware, acts of war or terrorism, or other types of data security breaches, the Southern Company system faces a heightened risk of cyberattack.","[{""text"": ""The Subsidiary Registrants operate in highly regulated industries that require the continued operation of sophisticated technology systems and network infrastructure, which are part of interconnected systems. Because of the critical nature of the infrastructure and the technology systems' inherent vulnerability to disability or failures due to hacking, viruses, denial of service, ransomware, acts of war or terrorism, or other types of data security breaches, the Southern Company system faces a heightened risk of cyberattack."", ""type"": ""risk""}, {""text"": ""Southern Company system management strives to deliver consistent needs-based training and solutions as workplace needs evolve. Southern Company system management believes the safety of employees and customers is paramount. The Southern Company system seeks to meet or exceed applicable laws and regulations while continually improving its safety technologies and processes."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SOJD&type=10-K,
154,C.H. Robinson Worldwide,CHRW,has_10k,,Transportation & Logistics,Arrangement Of Transportation Of Freight & Cargo,2022-02-23T00:00:00Z,23102.0,,2,2,0,0,0,0,0,0,both,"Navisphere offers sophisticated business analytics, artificial intelligence, and data-driven tools to improve supply chain performance and meet increasing customer demands including the following tools: Navisphere Vision allows our customers to see their freight across all modes and services globally in a single view. Details of shipment contents, shipment status, disruptions to shipments, and resulting adjustment to estimated time of arrival using artificial intelligence are provided for the customer to manage their supply chain exceptions.",We rely on technology to operate our business. We have internally developed the majority of our operating systems and also rely on technology provided by third parties. Our continued success is dependent on our systems continuing to operate and to meet the changing needs of our customers and users. The continued automation of existing processes and usage of third-party technology and cloud network capacity will require adaptation and adjustments that may increase our exposure to cybersecurity risks and system availability reliance.,"[{""text"": ""Navisphere offers sophisticated business analytics, artificial intelligence, and data-driven tools to improve supply chain performance and meet increasing customer demands including the following tools: Navisphere Vision allows our customers to see their freight across all modes and services globally in a single view. Details of shipment contents, shipment status, disruptions to shipments, and resulting adjustment to estimated time of arrival using artificial intelligence are provided for the customer to manage their supply chain exceptions."", ""type"": ""benefit""}, {""text"": ""We rely on technology to operate our business. We have internally developed the majority of our operating systems and also rely on technology provided by third parties. Our continued success is dependent on our systems continuing to operate and to meet the changing needs of our customers and users. The continued automation of existing processes and usage of third-party technology and cloud network capacity will require adaptation and adjustments that may increase our exposure to cybersecurity risks and system availability reliance."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHRW&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""of Part II, Management"",""position"":48216},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""of Part II, Management"",""position"":48624}]"
155,Truist Financial,TFC,has_10k,,Financial Services,National Commercial Banks,2022-02-23T00:00:00Z,23064.0,,0,0,0,0,0,0,0,0,no_ai_mention,"Truist has invested in technology to automate functions previously performed manually, to facilitate the ability of clients to engage in financial transactions and otherwise to enhance the client experience with respect to the Company's products and services. Truist expects to make additional investments in innovation and technology to address technological disruption in the industry and improve client offerings and service.",,"[{""text"": ""Truist has invested in technology to automate functions previously performed manually, to facilitate the ability of clients to engage in financial transactions and otherwise to enhance the client experience with respect to the Company's products and services. Truist expects to make additional investments in innovation and technology to address technological disruption in the industry and improve client offerings and service."", ""type"": ""benefit""}, {""text"": ""Introduced the new Truist digital app for Truist retail, wealth, and small business commercial clients. Launched new Truist.com and Truist Digital Commerce platform offering Truist\u2011branded products in a goal-based, mobile-optimized experience."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TFC&type=10-K,
156,Applied Materials,AMAT,has_10k,,Software & Technology,Semiconductors And Related Devices,2022-12-16T00:00:00Z,23063.0,,3,3,0,0,0,0,0,0,both,"In addition to instructor-led and web-based training, Applied offers state-of-the-art training modalities, such as AI-based simulations and Augmented and Virtual Reality learning capabilities, to help develop its new products, train its manufacturing and field support employees, and collaborate remotely.",,"[{""text"": ""In addition to instructor-led and web-based training, Applied offers state-of-the-art training modalities, such as AI-based simulations and Augmented and Virtual Reality learning capabilities, to help develop its new products, train its manufacturing and field support employees, and collaborate remotely."", ""type"": ""benefit""}, {""text"": ""The growth of data and emerging end-market drivers such as artificial intelligence, the Internet of Things, 5G networks, smart vehicles and augmented and virtual reality are also creating the next wave of growth for the industry."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMAT&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":71844},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":84394},{""term"":""artificial_intelligence"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":176738}]"
157,Freeport-McMoRan,FCX,has_10k,,Energy,Metal Mining,2022-02-18T00:00:00Z,22845.0,,0,0,0,0,0,0,0,0,no_ai_mention,,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX&type=10-K,
158,Lithia Motors,LAD,has_10k,,Retail,Auto Dealers And Gasoline Stations,2022-02-18T00:00:00Z,22832.0,,0,0,0,0,0,0,0,0,no_ai_mention,"We are investing significant resources to drive the development of and support of our e-commerce and digital technology capabilities, including the launch of Driveway, our e-commerce home solution, and Driveway Finance Corporation, our in-house consumer financing business.",,"[{""text"": ""We are investing significant resources to drive the development of and support of our e-commerce and digital technology capabilities, including the launch of Driveway, our e-commerce home solution, and Driveway Finance Corporation, our in-house consumer financing business."", ""type"": ""benefit""}, {""text"": ""We also continue to invest in and expand the roles and capabilities of our workforce to drive the development and support of our e-commerce and digital technology capabilities. We believe there is a competitive advantage to integrate and develop individuals with these skill sets and they are an integral part of supporting our five year growth plan and launch of Driveway."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LAD&type=10-K,
159,Blackstone,BX,has_10k,,Financial Services,Investment Advice,2022-02-25T00:00:00Z,22577.0,,27,27,0,0,0,0,0,0,benefit,We have increasingly shifted away from a reliance on physical technology infrastructure located at our headquarters in New York City toward reliance on cloud-based infrastructure provided by third parties for the continued operation of our business.,,"[{""text"": ""We have increasingly shifted away from a reliance on physical technology infrastructure located at our headquarters in New York City toward reliance on cloud-based infrastructure provided by third parties for the continued operation of our business."", ""type"": ""benefit""}, {""text"": ""Blackstone has built a dedicated cybersecurity team and maintains a comprehensive cybersecurity program to protect our systems, our operations and the data entrusted to us by our investors, employees, portfolio companies and business partners. Blackstone's cybersecurity program is led by our Chief Information Security Officer, who works closely with our senior management to develop and advance the firm's cybersecurity strategy and regularly reports to our board of directors and the audit committee of our board of directors on cybersecurity matters."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BX&type=10-K,"[{""term"":""AI"",""section_num"":""8"",""section_name"":""Financial Statements and Supplementary Data"",""position"":892015},{""term"":""AI"",""section_num"":""8"",""section_name"":""Financial Statements and Supplementary Data"",""position"":1084348},{""term"":""AI"",""section_num"":""8"",""section_name"":""Financial Statements and Supplementary Data"",""position"":1258005},{""term"":""artificial_intelligence"",""section_num"":""8"",""section_name"":""Financial Statements and Supplementary Data"",""position"":1258254},{""term"":""artificial_intelligence"",""section_num"":""8"",""section_name"":""Financial Statements and Supplementary Data"",""position"":1270698},{""term"":""AI"",""section_num"":""11"",""section_name"":""Executive Compensation"",""position"":1418513},{""term"":""AI"",""section_num"":""11"",""section_name"":""Executive Compensation"",""position"":1419318},{""term"":""AI"",""section_num"":""11"",""section_name"":""Executive Compensation"",""position"":1419389},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1442360},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1442922},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1443395},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1444095},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1444767},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1445403},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1446106},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1446750},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1447393},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1448036},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1448677},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1449349},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1449985},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1450627},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1451319},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1453745},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1453880},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1454768},{""term"":""AI"",""section_num"":""8"",""section_name"":""above"",""position"":1485082}]"
160,Hartford Insurance Group,HIG,has_10k,,Financial Services,"Fire, Marine And Casualty Insurance",2022-02-18T00:00:00Z,22390.0,,1,1,0,0,0,0,0,0,both,"management programs; and • Investing in data and analytics to enhance risk management and reinvent processes at the intersection of data, analytics, artificial intelligence and technology. Hartford Funds • Driving organic growth across key distribution channels; • Working with subadvisors to launch",,"[{""text"": ""management programs; and \u2022 Investing in data and analytics to enhance risk management and reinvent processes at the intersection of data, analytics, artificial intelligence and technology. Hartford Funds \u2022 Driving organic growth across key distribution channels; \u2022 Working with subadvisors to launch"", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG&type=10-K,"[{""term"": ""artificial_intelligence"", ""section_num"": ""7"", ""section_name"": ""MD&A"", ""position"": 300669}]"
161,Aflac,AFL,has_10k,,Financial Services,Accident And Health Insurance,2022-02-23T00:00:00Z,22106.0,,0,0,0,0,0,0,0,0,no_ai_mention,"Aflac Japan has also accelerated investments in digital and paperless initiatives designed to increase long term productivity, efficiency, customer service and business continuity.",,"[{""text"": ""Aflac Japan has also accelerated investments in digital and paperless initiatives designed to increase long term productivity, efficiency, customer service and business continuity."", ""type"": ""benefit""}, {""text"": ""The Company has also advanced the modernization of its actuarial technology platform to enhance its modeling, data management, experience study and analytical capabilities, increase the end-to-end automation of key reporting and analytical processes and optimize its control framework."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFL&type=10-K,
