Rank,Company Name,Ticker,Status,Note,Sector,Subsector,Filing Date,Revenue Millions,Revenue Growth Pct,Total Ai Mentions,Ai Count,Ml Count,Deep Learning Count,Neural Network Count,Genai Count,Llm Count,Gpt Count,Ai Classification,Benefit Quote,Risk Quote,All Quotes,Sec Url,Mentions Metadata
186,United States Steel,X,has_10k,,,,2023-02-03T00:00:00Z,21065.0,3.9,0,0,0,0,0,0,0,0,no_ai_mention,"On January 11, 2022, the Company announced Osceola, Arkansas as the site of a new sustainable and technologically advanced steel mill. The planned mini mill is expected to have about 3 million tons per year of steelmaking capability, and will combine two state-of-the-art EAFs with differentiated steelmaking and finishing technology, including endless casting and rolling equipment and a planned advanced high-strength steel (AHSS) finishing line.",,"[{""text"": ""On January 11, 2022, the Company announced Osceola, Arkansas as the site of a new sustainable and technologically advanced steel mill. The planned mini mill is expected to have about 3 million tons per year of steelmaking capability, and will combine two state-of-the-art EAFs with differentiated steelmaking and finishing technology, including endless casting and rolling equipment and a planned advanced high-strength steel (AHSS) finishing line."", ""type"": ""benefit""}, {""text"": ""We are also investing in new technologies to improve our cost position and increase our capabilities, including our mini mill steelmaking and best-in-class finishing capabilities. We will focus on strategic markets, where there is the greatest opportunity to provide differentiated, innovative and value-added solutions that will help our customers succeed."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=X&type=10-K,
187,NextEra Energy,NEE,has_10k,,Energy,Electric Services,2023-02-17T00:00:00Z,20956.0,22.8,0,0,0,0,0,0,0,0,no_ai_mention,"Because any customer may elect to provide their own electric services, FPL effectively must compete for an individual customer's business. As a practical matter, few customers provide their own service at the present time since FPL's cost of service is lower than the cost of self-generation for the vast majority of customers. Changing technology (particularly increasing efficiency of solar power generation), tax incentives, economic conditions, regulatory changes, increasing cost-competitiveness of rooftop solar and batteries and other factors could alter the favorable relative cost position that FPL currently enjoys; however, FPL seeks as a matter of strategy to ensure that it delivers superior value, in the form of comparatively low customer bills, high reliability, outstanding customer service and clean energy.",,"[{""text"": ""Because any customer may elect to provide their own electric services, FPL effectively must compete for an individual customer's business. As a practical matter, few customers provide their own service at the present time since FPL's cost of service is lower than the cost of self-generation for the vast majority of customers. Changing technology (particularly increasing efficiency of solar power generation), tax incentives, economic conditions, regulatory changes, increasing cost-competitiveness of rooftop solar and batteries and other factors could alter the favorable relative cost position that FPL currently enjoys; however, FPL seeks as a matter of strategy to ensure that it delivers superior value, in the form of comparatively low customer bills, high reliability, outstanding customer service and clean energy."", ""type"": ""benefit""}, {""text"": ""NEE and its subsidiaries, with employees totaling approximately 15,300 as of December 31, 2022, continue to develop and implement enterprise-wide initiatives focused on improving productivity, process effectiveness and quality."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE&type=10-K,
188,Targa Resources,TRGP,has_10k,,Energy,Natural Gas Transmission,2023-02-22T00:00:00Z,20930.0,23.5,0,0,0,0,0,0,0,0,no_ai_mention,,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRGP&type=10-K,
189,Lear,LEA,has_10k,,Automotive,Motor Vehicle Parts And Accessories,2023-02-09T00:00:00Z,20892.0,8.5,0,0,0,0,0,0,0,0,no_ai_mention,"In May 2022, we acquired Thagora Technology SRL ('Thagora'), a privately held company based in Iasi, Romania, to access scalable smart-manufacturing technology. Thagora's proprietary solutions complement our sustainable manufacturing processes by reducing scrap generated by our Seating segment's surface materials operations and lowering energy usage during production. In addition, Thagora's Industry 4.0 technologies bring significant advances to our manufacturing operations through engineering and logistics enhancements, including improved material traceability and facility footprint utilization capabilities.",,"[{""text"": ""In May 2022, we acquired Thagora Technology SRL ('Thagora'), a privately held company based in Iasi, Romania, to access scalable smart-manufacturing technology. Thagora's proprietary solutions complement our sustainable manufacturing processes by reducing scrap generated by our Seating segment's surface materials operations and lowering energy usage during production. In addition, Thagora's Industry 4.0 technologies bring significant advances to our manufacturing operations through engineering and logistics enhancements, including improved material traceability and facility footprint utilization capabilities."", ""type"": ""benefit""}, {""text"": ""In November 2022, we acquired InTouch Automation ('InTouch'), a supplier of Industry 4.0 technologies and complex automated testing equipment critical in the production of automotive seats. InTouch's product portfolio is aligned with our Industry 4.0 strategy to implement technologies designed to automate the testing and validation of seat components and complete seats."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LEA&type=10-K,
190,Jones Lang LaSalle,JLL,has_10k,,Financial Services,Real Estate Agents And Managers,2023-02-28T00:00:00Z,20862.0,7.7,3,2,1,0,0,0,0,0,both,"Hank, a technology which uses machine learning and artificial intelligence to optimize building energy efficiency, maintenance costs and tenant comfort, facilitating improved property operating income.","While there is currently no single technology disruptor positioned to dominate the real estate industry, there are thousands of start-ups, applications and concepts vying to transform the marketplace, collectively known as proptech. The challenge to innovate and maximize the current and future benefits of proptech is constant.","[{""text"": ""Hank, a technology which uses machine learning and artificial intelligence to optimize building energy efficiency, maintenance costs and tenant comfort, facilitating improved property operating income."", ""type"": ""benefit""}, {""text"": ""While there is currently no single technology disruptor positioned to dominate the real estate industry, there are thousands of start-ups, applications and concepts vying to transform the marketplace, collectively known as proptech. The challenge to innovate and maximize the current and future benefits of proptech is constant."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JLL&type=10-K,"[{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":46179},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":46200},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":56176}]"
191,Goodyear Tire & Rubber,GT,has_10k,,Manufacturing,Tires And Inner Tubes,2023-02-13T00:00:00Z,20805.0,19.0,0,0,0,0,0,0,0,0,no_ai_mention,We invest in systems that enable us to receive reliable and structured data to enable decision making.[<cit_01kdtmn00xfbst4qc2a21p4xx2>],,"[{""text"": ""We invest in systems that enable us to receive reliable and structured data to enable decision making.[<cit_01kdtmn00xfbst4qc2a21p4xx2>]"", ""type"": ""benefit""}, {""text"": ""We are currently undertaking significant construction, expansion and modernization projects globally. We may not have sufficient resources to implement planned capital expenditures with minimal disruption to our existing manufacturing operations, or within desired time frames and budgets.[<cit_01kdtmn00xfc6tz91dadzpxkpc>]"", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GT&type=10-K,
192,Marriott International,MAR,has_10k,,Travel,Hotels And Motels,2023-02-14T00:00:00Z,20773.0,49.9,0,0,0,0,0,0,0,0,no_ai_mention,"We remain focused on creating digital experiences that better connect our customers to travel, namely through our mobile application, which offers contactless check-in and check-out, chat, service requests, mobile key, and more.",,"[{""text"": ""We remain focused on creating digital experiences that better connect our customers to travel, namely through our mobile application, which offers contactless check-in and check-out, chat, service requests, mobile key, and more."", ""type"": ""benefit""}, {""text"": ""We also utilize innovative and sophisticated revenue management systems, many of which are proprietary, which we believe provide a competitive advantage in pricing decisions, increasing efficiency and optimizing property-level revenue for hotels in our portfolio."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAR&type=10-K,
193,Marsh McLennan Agency,MMC,has_10k,,Financial Services,"Insurance Agents, Brokers And Service",2023-02-13T00:00:00Z,20720.0,4.5,4,4,0,0,0,0,0,0,both,"In addition, to remain competitive in many of our business areas, we must anticipate and respond effectively to the threat of digital disruption and other technological change. The threat comes from traditional players, such as insurers, through disintermediation as well as from new entrants, such as technology companies, 'Insurtech' start-up companies and others. In the past few years, there has been a substantial increase in private equity investments into these Insurtech companies. These players are focused on using technology and innovation, including artificial intelligence (AI), digital platforms, data analytics, robotics and blockchain, to simplify and improve the client experience, increase efficiencies, alter business models and effect other potentially disruptive changes in the industries in which we operate.","Cyberattacks are increasing in frequency and evolving in nature. We are at risk of attack by a variety of adversaries, including state-sponsored organizations, organized crime and hackers, through use of increasingly sophisticated methods of attack, including the deployment of artificial intelligence to find and exploit vulnerabilities, 'deep fakes', long-term, persistent attacks (referred to as advanced persistent threats) and the use of the IT supply chain to introduce malware through software updates or compromised suppliers accounts or hardware.","[{""text"": ""Cyberattacks are increasing in frequency and evolving in nature. We are at risk of attack by a variety of adversaries, including state-sponsored organizations, organized crime and hackers, through use of increasingly sophisticated methods of attack, including the deployment of artificial intelligence to find and exploit vulnerabilities, 'deep fakes', long-term, persistent attacks (referred to as advanced persistent threats) and the use of the IT supply chain to introduce malware through software updates or compromised suppliers accounts or hardware."", ""type"": ""risk""}, {""text"": ""In addition, to remain competitive in many of our business areas, we must anticipate and respond effectively to the threat of digital disruption and other technological change. The threat comes from traditional players, such as insurers, through disintermediation as well as from new entrants, such as technology companies, 'Insurtech' start-up companies and others. In the past few years, there has been a substantial increase in private equity investments into these Insurtech companies. These players are focused on using technology and innovation, including artificial intelligence (AI), digital platforms, data analytics, robotics and blockchain, to simplify and improve the client experience, increase efficiencies, alter business models and effect other potentially disruptive changes in the industries in which we operate."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMC&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""9"",""section_name"":""B"",""position"":137130},{""term"":""artificial_intelligence"",""section_num"":""9"",""section_name"":""B"",""position"":156434},{""term"":""AI"",""section_num"":""9"",""section_name"":""B"",""position"":156459},{""term"":""artificial_intelligence"",""section_num"":""9"",""section_name"":""B"",""position"":163835}]"
194,Altria Group,MO,has_10k,,Consumer Packaged Goods,Cigarettes,2023-06-01T00:00:00Z,20688.0,-2.0,0,0,0,0,0,0,0,0,no_ai_mention,,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MO&type=10-K,
195,Coupang,CPNG,has_10k,,Retail,Catalog And Mail-Order Houses,2023-03-01T00:00:00Z,20583.0,,0,0,0,0,0,0,0,0,no_ai_mention,"We are building the next generation experience for e-commerce. By investing for the long term with a fanatical culture of customer centricity, we believe we are delivering a superior customer experience at a lower cost and continue to redefine standards for e-commerce worldwide. Our efforts have centered on building an end-to-end integrated system of technology and infrastructure, and most importantly, an innovation-focused culture driven to raise our customers' expectations.","Our business employs websites, networks, and systems through which we collect, maintain, transmit, and store data about our customers, merchants, suppliers, advertisers, and others, including personally identifiable information, as well as other confidential and proprietary information. We rely on encryption and authentication technology in an effort to securely transmit confidential and sensitive information. However, security breaches or other security incidents have in the past and could in the future result in the inadvertent or unauthorized use or disclosure of confidential and sensitive information we collect, store, or transmit.","[{""text"": ""We are building the next generation experience for e-commerce. By investing for the long term with a fanatical culture of customer centricity, we believe we are delivering a superior customer experience at a lower cost and continue to redefine standards for e-commerce worldwide. Our efforts have centered on building an end-to-end integrated system of technology and infrastructure, and most importantly, an innovation-focused culture driven to raise our customers' expectations."", ""type"": ""benefit""}, {""text"": ""Our business employs websites, networks, and systems through which we collect, maintain, transmit, and store data about our customers, merchants, suppliers, advertisers, and others, including personally identifiable information, as well as other confidential and proprietary information. We rely on encryption and authentication technology in an effort to securely transmit confidential and sensitive information. However, security breaches or other security incidents have in the past and could in the future result in the inadvertent or unauthorized use or disclosure of confidential and sensitive information we collect, store, or transmit."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPNG&type=10-K,
196,Carrier Global,CARR,has_10k,,Manufacturing,Air-Conditioning & Warm Air Heating Equipment,2023-02-07T00:00:00Z,20421.0,-0.9,2,1,1,0,0,0,0,0,benefit,"In addition, our product teams are deriving insights from data by employing AWS for connectivity, artificial intelligence and machine learning. Most recently, we signed a multi-year, strategic collaboration agreement with AWS to offer additional Software-as-a-Service (""SaaS"") solutions in the areas of HVAC performance, sustainability and safety and security.",,"[{""text"": ""In addition, our product teams are deriving insights from data by employing AWS for connectivity, artificial intelligence and machine learning. Most recently, we signed a multi-year, strategic collaboration agreement with AWS to offer additional Software-as-a-Service (\""SaaS\"") solutions in the areas of HVAC performance, sustainability and safety and security."", ""type"": ""benefit""}, {""text"": ""Our strategy is focused on digital capabilities to drive the evolution of our hardware in order to enable cloud connectivity, modernize legacy software and launch new platforms, products and services. We expect that these solutions will increase our total available market opportunity, enhance our predictive service and maintenance capabilities, strengthen our customer intimacy as well as fuel our aftermarket growth."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CARR&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1"",""section_name"":""BUSINESS"",""position"":58560},{""term"":""machine_learning"",""section_num"":""1"",""section_name"":""BUSINESS"",""position"":58588}]"
197,Halliburton,HAL,has_10k,,Energy,Oil & Gas Field Services,2023-02-07T00:00:00Z,20297.0,32.7,1,1,0,0,0,0,0,0,benefit,Our accelerated deployment and integration of digital and automation technologies created technical differentiation in the market and contributed to our higher margins and increased internal efficiencies.,,"[{""text"": ""Our accelerated deployment and integration of digital and automation technologies created technical differentiation in the market and contributed to our higher margins and increased internal efficiencies."", ""type"": ""benefit""}, {""text"": ""Landmark Software and Services: provides cloud based digital services and artificial intelligence solutions on an open architecture for subsurface insights, integrated well construction, and reservoir and production management."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""Management"",""position"":39906}]"
198,Delek US Holdings,DK,has_10k,,Energy,Petroleum Refining,2023-03-01T00:00:00Z,20246.0,90.1,0,0,0,0,0,0,0,0,no_ai_mention,"In 2022, Delek continued to improve targeted areas of information technology (""IT""), including infrastructure, security, and enterprise applications. We also improved business continuity to reduce recovery time objectives and recovery point objectives. IT and all technology were consolidated under a new Chief Technology and Data Officer to gain strategic and delivery alignment of all IT, operational technology (""OT""), cyber security, innovation, and data and analytics.",,"[{""text"": ""In 2022, Delek continued to improve targeted areas of information technology (\""IT\""), including infrastructure, security, and enterprise applications. We also improved business continuity to reduce recovery time objectives and recovery point objectives. IT and all technology were consolidated under a new Chief Technology and Data Officer to gain strategic and delivery alignment of all IT, operational technology (\""OT\""), cyber security, innovation, and data and analytics."", ""type"": ""benefit""}, {""text"": ""Delek successfully replaced legacy enterprise resource planning applications with a new singular instance of SAP S/4HANA as part of the Enterprise Information Management and Master Data Governance vision to increase efficiency, security, and data and analytics. Additionally, Delek continued to leverage our retail experience to improve data assurance and compliance with payment card industry requirements, while adding new functionality to support enhanced store performance reporting and use of advanced retail technologies."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DK&type=10-K,
199,Kimberly-Clark,KMB,has_10k,,Manufacturing,Converted Paper And Paperboard Products,2023-02-09T00:00:00Z,20175.0,3.8,0,0,0,0,0,0,0,0,no_ai_mention,We are in the process of upgrading our enterprise resource planning system (known as SAP) to enhance operating efficiencies and provide more effective management of our business operations.,,"[{""text"": ""We are in the process of upgrading our enterprise resource planning system (known as SAP) to enhance operating efficiencies and provide more effective management of our business operations."", ""type"": ""benefit""}, {""text"": ""Zackery Hicks, 59, was elected Chief Digital and Technology officer in July 2022. He is responsible for all aspects of the company's information technology and digital functions, including building brands and creating differentiated capability."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB&type=10-K,
200,Texas Instruments,TXN,has_10k,,Software & Technology,Semiconductors And Related Devices,2023-02-03T00:00:00Z,20028.0,9.2,0,0,0,0,0,0,0,0,no_ai_mention,"We invest in manufacturing technologies and do most of our manufacturing in-house. This strategic decision to make manufacturing and technology a core competitive advantage provides us with tangible benefits of lower manufacturing costs and greater control of our supply chain, offering our customers geopolitically dependable capacity.","Rapid technological change in markets we serve requires us to develop new technologies and products. Rapid technological change in markets we serve could contribute to shortened product life cycles and a decline in average selling prices of our products. Our results of operations depend in part upon our ability to successfully develop, manufacture and market innovative products in a timely and cost-effective manner.","[{""text"": ""We invest in manufacturing technologies and do most of our manufacturing in-house. This strategic decision to make manufacturing and technology a core competitive advantage provides us with tangible benefits of lower manufacturing costs and greater control of our supply chain, offering our customers geopolitically dependable capacity."", ""type"": ""benefit""}, {""text"": ""Rapid technological change in markets we serve requires us to develop new technologies and products. Rapid technological change in markets we serve could contribute to shortened product life cycles and a decline in average selling prices of our products. Our results of operations depend in part upon our ability to successfully develop, manufacture and market innovative products in a timely and cost-effective manner."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TXN&type=10-K,
201,Bank of New York (BNY),BK,has_10k,,Financial Services,State Commercial Banks,2023-02-27T00:00:00Z,19991.0,23.7,1,1,0,0,0,0,0,0,risk,,"The use of automation, artificial intelligence and other emerging technologies in connection with automated processes may amplify the impact of any such error or delay, as the failure to timely discover and respond to an operational error relating to an automated process can have dramatic consequences in light of the speed and volume of transactions involved.","[{""text"": ""The use of automation, artificial intelligence and other emerging technologies in connection with automated processes may amplify the impact of any such error or delay, as the failure to timely discover and respond to an operational error relating to an automated process can have dramatic consequences in light of the speed and volume of transactions involved."", ""type"": ""risk""}, {""text"": ""We are required to accurately process large numbers of transactions each day on a timely basis. The transactions we process or execute are operationally complex and can involve numerous parties, jurisdictions, regulations and systems, and, therefore, are subject to execution and processing errors and failures...With more complex and voluminous transactions at ever increasing speeds, which present an increased risk of error or significant operational delay, we must continuously evolve our processes, controls, systems and workforce in a manner designed to achieve accurate and timely execution of these transactions."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":306075}]"
202,ManpowerGroup,MAN,has_10k,,Business Services,Help Supply Services,2023-02-17T00:00:00Z,19828.0,-4.3,6,4,2,0,0,0,0,0,both,"Through our industry-leading and AI-enabled assessments, we help people and organizations understand their strengths and potential, resulting in better job matches, higher retention and a stronger workforce.","For example, rapid changes and regulatory restrictions on the use of artificial intelligence, machine learning and robotics are having a significant impact on some of the industries we serve and could have significant and unforeseen consequences for the workforce services industry and for our business. There is a risk that these, or other developments, could result in significant rapid disruption to our business model, and that we will be unprepared to compete effectively.","[{""text"": ""Through our industry-leading and AI-enabled assessments, we help people and organizations understand their strengths and potential, resulting in better job matches, higher retention and a stronger workforce."", ""type"": ""benefit""}, {""text"": ""For example, rapid changes and regulatory restrictions on the use of artificial intelligence, machine learning and robotics are having a significant impact on some of the industries we serve and could have significant and unforeseen consequences for the workforce services industry and for our business. There is a risk that these, or other developments, could result in significant rapid disruption to our business model, and that we will be unprepared to compete effectively."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAN&type=10-K,"[{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":72371},{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":123190},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":123215},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":123223},{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":144178},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":144203}]"
203,Whirlpool,WHR,has_10k,,Consumer Packaged Goods,Household Appliances,2023-02-10T00:00:00Z,19724.0,-10.3,0,0,0,0,0,0,0,0,no_ai_mention,"As the shift to digital continues, consumers continue to desire connected appliances which fit seamlessly into the larger home ecosystem. As a leading connected appliance manufacturer, we are excited to bring new connected products and technologies to market, including voice control with a compatible smart home assistant, food recognition and automatic laundry detergent replenishment and over-the-air updates to qualified connected appliances.",,"[{""text"": ""As the shift to digital continues, consumers continue to desire connected appliances which fit seamlessly into the larger home ecosystem. As a leading connected appliance manufacturer, we are excited to bring new connected products and technologies to market, including voice control with a compatible smart home assistant, food recognition and automatic laundry detergent replenishment and over-the-air updates to qualified connected appliances."", ""type"": ""benefit""}, {""text"": ""Our success is dependent on anticipating and appropriately reacting to changes in consumer preferences, including the shifting of consumer purchasing practices towards e-commerce, direct-to-consumer and other channels, and on successful new product development, including in the eco-efficiency space, the connected appliance space and the digital space (for example, our Yummly recipe app), and process development and product relaunches in response to such changes."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WHR&type=10-K,
204,Waste Management,WM,has_10k,,Energy,Refuse Systems,2023-02-07T00:00:00Z,19698.0,9.9,1,1,0,0,0,0,0,0,risk,,"Certain new technologies, such as use of autonomous vehicles, remote-controlled equipment, virtual reality, automation and artificial intelligence, present new and significant cybersecurity safety risks that must be analyzed and addressed before implementation.","[{""text"": ""Certain new technologies, such as use of autonomous vehicles, remote-controlled equipment, virtual reality, automation and artificial intelligence, present new and significant cybersecurity safety risks that must be analyzed and addressed before implementation."", ""type"": ""risk""}, {""text"": ""As the Company pursues its strategy to grow through acquisitions and to pursue new initiatives that improve our operations and cost structure, the Company is also expanding and improving its information technologies, resulting in a larger technological presence, utilization of 'cloud' computing services, and corresponding exposure to cybersecurity risk. Certain new technologies, such as use of autonomous vehicles, remote-controlled equipment, virtual reality, automation and artificial intelligence, present new and significant cybersecurity safety risks that must be analyzed and addressed before implementation. If we fail to assess and identify cybersecurity risks associated with acquisitions and new initiatives, we may become increasingly vulnerable to such risks."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WM&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":168879}]"
205,American Electric Power,AEP,has_10k,,Energy,Electric Services,2023-02-23T00:00:00Z,19640.0,17.0,0,0,0,0,0,0,0,0,no_ai_mention,,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEP&type=10-K,
206,Emerson Electric,EMR,has_10k,,Software & Technology,Electronic And Other Electrical Equipment,2023-11-13T00:00:00Z,19629.0,7.6,0,0,0,0,0,0,0,0,no_ai_mention,,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR&type=10-K,
207,Aflac,AFL,has_10k,,Financial Services,Accident And Health Insurance,2023-02-24T00:00:00Z,19502.0,-11.8,0,0,0,0,0,0,0,0,no_ai_mention,,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFL&type=10-K,
208,Cognizant Technology Solutions,CTSH,has_10k,,Software & Technology,Computer Programming Services,2023-02-15T00:00:00Z,19428.0,5.0,6,6,0,0,0,0,0,0,both,"In the post-pandemic environment, our clients have a sustained need to modernize their businesses, which has led to increased demand for digital capabilities such as mobile workplace solutions, e-commerce, automation, AI and cybersecurity services and solutions.","Our competitiveness also depends on our ability to continue to develop and implement services and solutions that anticipate and respond to rapid and continuing changes in technology to serve the evolving needs of our clients. Examples of areas of significant change include digital-, cloud- and security- related offerings, which are continually evolving, as well as developments in areas such as AI, augmented reality, automation, blockchain, IoT, quantum computing and as-a-service solutions, among others. If we do not sufficiently invest in new technologies, successfully adapt to industry developments and changing demand, and evolve and expand our business at sufficient speed and scale to keep pace with the demands of the markets we serve, we may be unable to develop and maintain a competitive advantage and execute on our growth strategy, which would materially adversely affect our business, results of operations and financial condition.","[{""text"": ""In the post-pandemic environment, our clients have a sustained need to modernize their businesses, which has led to increased demand for digital capabilities such as mobile workplace solutions, e-commerce, automation, AI and cybersecurity services and solutions."", ""type"": ""benefit""}, {""text"": ""Our competitiveness also depends on our ability to continue to develop and implement services and solutions that anticipate and respond to rapid and continuing changes in technology to serve the evolving needs of our clients. Examples of areas of significant change include digital-, cloud- and security- related offerings, which are continually evolving, as well as developments in areas such as AI, augmented reality, automation, blockchain, IoT, quantum computing and as-a-service solutions, among others. If we do not sufficiently invest in new technologies, successfully adapt to industry developments and changing demand, and evolve and expand our business at sufficient speed and scale to keep pace with the demands of the markets we serve, we may be unable to develop and maintain a competitive advantage and execute on our growth strategy, which would materially adversely affect our business, results of operations and financial condition."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH&type=10-K,"[{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":68522},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":69509},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":73585},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":75311},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business-Competition"",""position"":132269},{""term"":""AI"",""section_num"":""9A"",""section_name"":""Our responsibility is to express opinions on the C"",""position"":325761}]"
209,Becton Dickinson,BDX,has_10k,,Healthcare,Surgical And Medical Instruments And Apparatus,2023-11-21T00:00:00Z,19408.0,-4.1,1,1,0,0,0,0,0,0,benefit,"Accelerating innovation in smart devices, robotics, analytics, and artificial intelligence in order to enable new care settings, streamline care workflows and remove administrative burdens for healthcare providers",,"[{""text"": ""Accelerating innovation in smart devices, robotics, analytics, and artificial intelligence in order to enable new care settings, streamline care workflows and remove administrative burdens for healthcare providers"", ""type"": ""benefit""}, {""text"": ""IV medication safety and infusion therapy delivery systems, including infusion pumps, dedicated disposables, and IV fluids; medication compounding workflow systems; automated medication dispensing; automated supply management systems; medication inventory optimization and tracking systems; informatics and analytics solutions for enterprise medication management; and pharmacy automation systems"", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDX&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1"",""section_name"":""Business"",""position"":180493}]"
210,BJ's Wholesale Club,BJ,has_10k,,Retail,Variety Stores,2023-03-16T00:00:00Z,19315.0,15.9,0,0,0,0,0,0,0,0,no_ai_mention,"Our leadership team continues to focus on transforming how we use data to improve member experience, instilling a culture of cost discipline, adopting a more proactive approach to growing our membership base and building an omnichannel offering oriented towards making shopping at BJ's more convenient.",,"[{""text"": ""Our leadership team continues to focus on transforming how we use data to improve member experience, instilling a culture of cost discipline, adopting a more proactive approach to growing our membership base and building an omnichannel offering oriented towards making shopping at BJ's more convenient."", ""type"": ""benefit""}, {""text"": ""In the fourth quarter of fiscal year 2022, we announced the launch of our retail media program, BJ's Media Edge\u2122, using Microsoft PromoteIQ. The program offers brands a comprehensive advertising solution to connect with BJ's members."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BJ&type=10-K,
